Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
180,1224,1,40,2235,N,269,96
763,724,1,80,670,Y,284,1268
13,856,1,80,1102,N,284,1268
763,262,1,80,2457,N,284,1016
763,256,1,80,2562,N,284,1268
566,1190,1,80,766,Y,284,1268
763,1385,3,80,2923,Y,284,1012
806,1190,1,1,3109,N,280,1268
538,646,1,14,3201,N,284,1153
538,646,1,80,1626,N,284,1153
518,180,3,80,181,Y,284,1268
806,637,1,80,2004,N,284,1268
763,923,1,80,2039,Y,280,1268
499,417,3,80,1503,N,284,1268
497,1190,1,80,3413,UNKNOWN,284,1075
682,1236,1,11,584,N,284,1268
491,467,3,80,2516,N,103,838
315,417,1,80,332,N,284,187
499,475,1,35,1899,N,147,261
543,261,1,80,47,Y,208,1268
763,1379,1,80,653,N,284,1268
158,417,1,46,3195,N,280,840
497,417,1,26,1245,N,284,1268
752,977,1,80,1921,N,32,1268
329,898,1,10,588,N,239,1268
763,47,1,80,670,Y,284,1268
486,553,1,80,527,N,284,1268
363,1109,1,80,670,Y,262,1268
363,1409,1,80,670,Y,284,1268
363,1409,1,80,3565,N,284,1268
363,1032,1,53,772,Y,284,1268
363,1109,1,80,670,Y,284,1268
763,1409,1,5,1170,N,284,1268
497,1126,1,14,843,Y,51,1268
370,1190,1,8,928,Y,64,1268
589,417,1,80,2216,N,284,1268
526,223,1,80,2064,N,284,1268
565,110,1,9,670,Y,284,472
682,1109,1,80,296,N,284,1268
682,1110,1,80,3542,N,284,1268
508,417,1,80,3614,N,284,332
370,1396,1,16,979,Y,82,1459
497,605,1,80,2170,N,284,1468
370,1190,1,8,883,Y,195,1320
497,192,3,80,2874,N,172,1268
497,1423,1,48,842,Y,147,1268
589,268,1,8,3484,N,284,42
497,1190,1,4,875,Y,76,332
589,1190,1,13,584,N,255,1268
370,1191,1,9,892,Y,185,276
589,308,1,80,3589,N,284,1268
52,153,3,80,2888,N,284,17
153,1409,0,80,670,Y,284,1268
813,1518,3,80,1225,N,284,1268
244,1190,3,80,2361,UNKNOWN,284,968
370,1409,0,80,670,UNKNOWN,284,968
244,1123,0,80,2004,UNKNOWN,284,968
497,1190,1,32,248,UNKNOWN,284,970
589,1191,1,11,862,Y,107,298
497,1409,3,80,2368,N,284,607
497,1409,3,80,457,N,284,1536
497,1409,3,80,2361,UNKNOWN,284,1268
497,1409,3,80,2361,UNKNOWN,284,1268
763,417,1,80,670,Y,284,1268
589,613,1,18,501,N,284,1231
315,1048,1,80,1225,N,284,111
750,843,1,80,2063,N,284,1153
158,417,1,25,1267,N,284,1268
763,709,3,21,3636,Y,284,1268
71,343,1,30,2223,N,103,894
741,977,1,80,2021,N,278,214
783,1453,1,80,758,Y,284,1268
466,263,1,79,670,Y,284,1268
182,263,1,80,905,Y,284,39
731,129,1,80,670,Y,284,1268
512,417,1,80,1687,N,284,508
497,935,1,80,2368,N,284,508
763,989,0,80,2060,N,284,1268
71,417,3,80,2427,N,284,1153
168,110,1,80,1042,Y,284,1268
83,274,1,80,2679,N,284,1153
47,1289,1,80,1077,Y,284,1268
497,1190,1,10,1029,Y,284,1268
589,417,1,9,1501,N,255,1240
510,1228,1,80,902,Y,284,1268
158,417,1,80,1649,N,284,1268
682,1190,1,80,1117,N,284,1268
763,417,1,80,1353,N,284,1268
158,529,1,18,2013,N,284,1268
749,656,1,16,812,Y,284,1268
402,1373,3,80,704,Y,284,1150
497,654,1,80,2859,N,284,491
503,417,1,80,943,Y,284,1268
102,1324,1,80,358,N,255,667
798,110,3,80,99,Y,284,1268
786,1423,1,80,3736,N,284,1268
526,187,1,80,2058,N,284,1268
497,417,1,80,3649,N,284,16
370,1471,1,4,2010,N,284,1268
497,321,1,15,3557,UNKNOWN,255,968
497,1149,1,80,2829,N,284,1268
763,1106,1,80,670,Y,284,1268
754,160,1,43,1895,N,284,48
508,417,1,80,2622,N,284,1268
749,274,1,8,2049,N,284,1268
370,1190,1,80,26,N,284,1268
508,1405,1,80,671,Y,284,1268
750,308,1,8,670,Y,284,190
763,1404,1,80,670,Y,284,1268
590,1191,1,16,670,Y,208,1153
589,1191,1,9,670,Y,208,1161
497,1270,1,7,3664,N,284,276
497,1149,1,80,2701,N,284,297
10,417,1,80,1355,N,284,1268
81,872,3,80,2539,N,284,573
82,417,3,80,2485,N,284,573
80,911,1,80,135,N,284,573
749,316,1,30,1283,N,82,1250
763,1190,1,80,2685,UNKNOWN,284,801
197,1190,1,12,670,Y,284,1268
526,843,1,80,670,Y,284,1268
389,1409,3,80,2368,UNKNOWN,284,801
763,1409,3,80,670,Y,284,1268
497,483,1,80,412,N,284,1277
741,1190,1,5,670,Y,280,1268
741,417,1,80,2043,N,284,415
589,888,1,25,858,Y,280,224
497,110,1,7,1305,UNKNOWN,284,1076
780,1190,1,35,3414,UNKNOWN,284,1076
497,1190,1,24,788,Y,170,1278
497,1231,1,80,1131,N,284,1268
497,417,3,80,2481,N,9,1268
589,417,1,11,1963,N,284,326
681,7,1,80,63,UNKNOWN,280,1076
497,677,1,9,425,N,284,769
749,1409,1,80,3562,N,284,1268
315,326,1,80,3614,N,284,486
589,961,3,80,2438,N,284,332
497,465,3,80,1321,N,284,1268
497,1190,1,6,903,Y,90,1268
780,417,1,43,839,Y,284,1126
749,1046,1,80,3531,N,284,64
763,1489,1,80,670,Y,284,1268
315,1190,1,80,2036,N,284,1268
749,1401,1,80,1114,N,284,808
262,1189,1,80,479,N,284,1268
501,445,3,80,2474,N,284,1093
749,843,1,80,3676,N,284,1268
508,417,1,4,3443,N,284,1268
438,1246,1,7,818,Y,172,1279
491,442,3,80,2518,N,163,621
749,274,1,80,3569,N,284,1268
808,511,3,80,3432,N,284,1268
749,310,1,7,670,Y,284,1189
263,1190,1,80,670,Y,284,1268
589,308,1,7,314,N,64,1234
589,274,1,80,354,N,284,1268
263,417,1,80,2869,N,284,504
749,68,1,80,3562,N,284,1268
589,308,1,80,3177,N,284,1268
526,912,3,80,2487,N,284,1268
497,1388,0,80,1090,N,284,1268
589,961,1,80,2708,N,284,184
497,1190,1,5,1015,Y,163,1278
681,1334,1,4,671,Y,219,1278
589,1153,1,8,625,UNKNOWN,284,1076
497,829,1,80,1274,N,284,273
781,1191,1,80,671,Y,284,1268
780,253,3,80,1269,N,284,425
749,336,1,11,379,N,284,1268
508,1190,1,30,1022,Y,242,1268
182,1190,1,80,670,Y,284,1268
589,403,1,30,1050,Y,280,384
343,417,1,80,3584,UNKNOWN,284,801
749,292,1,80,955,Y,284,1268
158,1517,1,14,286,UNKNOWN,284,801
158,1517,1,46,285,UNKNOWN,284,801
763,503,1,5,901,Y,284,1268
52,1190,0,13,670,Y,163,1268
491,443,1,23,346,N,284,442
420,417,1,80,670,Y,284,1268
681,1409,3,80,3398,N,284,1268
519,1409,3,80,3286,N,284,1268
370,881,1,80,1145,N,284,1347
749,843,1,80,121,N,284,155
497,259,1,32,567,UNKNOWN,284,801
763,274,0,80,1507,N,284,1268
158,1409,1,80,1489,N,284,1268
589,314,1,80,536,N,255,1268
370,882,1,80,1402,N,284,1268
749,846,1,80,1969,N,284,1157
589,661,1,30,543,N,284,29
497,1153,1,80,275,N,284,1268
497,1190,1,18,888,Y,110,1386
497,1109,1,13,1022,Y,208,1368
497,1160,1,11,3620,N,208,1268
497,417,1,80,2832,N,284,1177
589,456,3,80,2448,N,284,247
316,1409,3,80,3730,UNKNOWN,284,1075
589,1409,1,42,2884,UNKNOWN,284,801
497,1100,0,4,1260,N,241,1164
497,1194,1,10,870,Y,195,1268
497,1337,1,5,670,Y,124,1268
497,1193,1,3,2034,N,124,1268
526,110,0,30,670,Y,284,1268
312,417,1,80,329,N,280,1268
749,629,1,80,824,Y,284,1268
312,417,1,80,3158,N,284,111
669,498,1,80,2448,N,284,1386
763,1190,0,80,3092,UNKNOWN,284,801
589,267,1,80,770,Y,284,1268
52,1190,0,9,670,Y,284,1278
277,1190,1,2,1756,N,284,1268
497,417,3,80,2451,N,284,605
497,417,1,80,1235,N,280,555
263,1109,1,73,670,Y,284,1268
589,160,1,26,2038,N,56,1268
370,1190,1,80,670,Y,172,1268
370,1191,1,3,3277,N,103,1268
497,1264,1,6,968,Y,110,427
497,1258,1,8,891,Y,163,406
497,418,3,80,2476,N,284,861
749,1104,1,80,1443,N,103,365
251,373,1,80,670,Y,284,1268
345,417,1,80,2368,N,284,1268
497,1288,1,6,523,N,284,1268
497,1277,1,13,3362,N,172,426
749,612,1,80,955,Y,284,1210
589,843,1,8,1224,N,284,1153
589,274,1,80,1249,N,284,1268
763,417,1,80,2917,N,284,356
158,512,1,80,3363,N,284,618
682,110,1,80,3204,N,284,1268
201,1190,0,80,1131,N,284,1268
158,1409,1,43,3562,N,284,1153
806,843,1,80,2813,N,284,1268
682,1011,1,6,3208,N,284,1128
682,1109,0,80,1845,N,284,1268
526,417,1,80,2597,UNKNOWN,284,801
708,1505,3,80,193,Y,284,1268
589,417,1,80,1521,N,284,512
589,1396,1,80,1710,N,284,1268
314,1298,1,80,670,Y,284,1268
263,1190,1,15,670,Y,284,950
497,1124,1,80,273,N,284,184
749,309,1,80,1366,N,284,430
681,1409,3,80,2556,N,284,1268
681,417,1,80,1180,N,284,609
589,1190,1,30,3298,Y,208,1268
526,1409,1,80,2004,N,284,1268
512,418,1,80,1490,N,284,1268
763,696,3,80,3694,UNKNOWN,284,1268
497,1190,1,15,3679,N,82,1142
100,1190,1,18,670,Y,284,1268
787,199,1,80,1835,N,284,1268
497,1409,1,80,1233,N,284,1268
497,1409,1,80,411,N,284,1268
491,417,1,80,1324,N,284,209
749,843,1,80,418,N,284,1268
495,813,1,9,2665,N,284,1268
741,1409,1,8,474,UNKNOWN,284,1075
109,518,1,80,2500,N,284,1123
491,417,1,24,1432,N,284,322
491,417,1,80,301,N,284,1268
819,616,0,80,670,Y,284,1268
749,843,1,80,670,Y,284,1268
749,843,1,80,3320,N,284,1268
429,1109,1,80,1037,Y,284,1268
429,1109,0,80,1037,Y,284,1268
315,1190,1,80,3687,N,284,1268
589,502,1,80,1131,N,284,1268
429,1483,1,80,799,Y,284,1268
589,1190,1,80,3601,N,255,561
780,417,3,80,2361,UNKNOWN,284,752
92,417,1,80,1323,Y,284,1268
244,221,1,14,3249,N,284,977
749,311,1,37,1864,N,284,405
763,323,1,80,670,Y,103,1268
263,1190,1,80,2184,N,284,1268
263,1191,0,11,3267,N,284,785
315,417,1,80,3573,UNKNOWN,284,1075
314,1190,1,9,683,Y,284,1268
315,1409,1,80,31,UNKNOWN,284,1075
491,442,3,80,2553,N,284,1268
314,1212,1,14,966,Y,284,1268
314,1191,1,80,718,Y,284,1268
741,1190,1,80,2184,N,284,1268
491,1190,1,80,3562,N,284,1268
589,405,1,80,670,Y,284,1268
787,1190,1,80,2313,N,284,1534
491,1190,1,80,2339,N,284,1268
315,515,1,80,3562,N,284,1268
315,633,1,80,3653,N,284,1204
263,242,1,80,1634,N,284,491
497,1409,3,80,2570,N,284,41
267,509,1,80,670,Y,284,1268
589,501,1,10,887,Y,284,1268
763,417,3,80,2504,N,284,1268
681,519,1,80,1094,N,284,142
497,1191,1,31,611,UNKNOWN,11,1075
749,1409,1,80,3076,N,284,1268
749,843,1,80,3630,N,284,1268
589,1190,1,9,3312,N,185,111
504,1321,1,80,1017,Y,284,1268
763,1409,3,80,2361,UNKNOWN,284,1268
497,1190,1,41,520,N,154,1268
497,383,1,80,670,Y,284,1268
780,417,3,80,2585,N,284,509
497,1409,1,80,670,Y,284,1268
589,1383,1,80,1514,N,284,1268
139,1190,1,80,670,Y,284,1268
763,1409,3,80,2888,N,284,1268
806,417,1,8,2184,N,172,1268
163,1190,1,30,2004,N,284,1268
263,1190,1,80,1636,N,17,1268
314,1190,1,20,3114,N,263,1268
263,1190,1,12,352,N,284,1153
749,1409,1,80,670,Y,284,1268
741,1203,1,80,1606,N,219,1268
763,417,1,80,2379,N,284,1268
392,53,3,80,3414,UNKNOWN,284,1075
244,1409,1,8,3083,UNKNOWN,284,1075
263,1106,1,80,2387,N,284,1268
749,843,1,10,315,N,284,1268
780,322,1,9,670,Y,195,1283
806,892,1,80,1548,N,284,1268
778,499,3,80,3733,Y,284,1268
808,1190,1,14,3671,N,208,1407
763,1294,1,80,1111,Y,284,1268
763,1409,1,8,3562,N,284,1268
244,1190,1,80,670,Y,284,1268
497,287,1,7,856,Y,284,1153
749,274,1,80,3077,N,284,1268
497,125,0,8,3558,N,284,42
749,843,1,80,1370,N,284,1268
763,1409,1,11,670,Y,284,1268
589,1409,1,80,670,Y,284,1268
573,970,1,80,57,Y,284,1268
189,417,1,80,3373,N,284,1268
749,843,1,80,1290,N,284,1268
769,418,1,80,342,N,284,1268
589,371,1,34,998,Y,284,1268
682,110,1,80,1857,N,284,1268
730,1190,1,80,3232,N,284,1268
652,1409,0,80,473,UNKNOWN,284,1075
263,417,1,80,2014,N,284,531
749,843,1,80,1368,N,284,1268
589,307,1,80,3601,N,284,1268
589,308,1,80,1769,N,284,1268
589,1120,1,10,3145,N,142,768
749,1409,1,80,670,Y,284,1268
749,1243,1,80,670,Y,284,1268
263,1190,1,17,3259,N,103,1268
749,110,1,80,670,Y,284,1268
681,756,1,79,1131,N,284,38
681,756,1,3,2072,N,284,38
497,160,1,11,777,Y,172,1268
806,192,3,80,2789,N,284,606
497,1190,1,31,986,Y,185,747
589,1190,1,80,956,Y,208,1268
512,110,0,80,2921,N,284,1268
497,160,1,5,980,Y,221,190
763,434,1,80,670,Y,284,1268
787,294,1,80,829,Y,284,1268
497,1190,1,80,1800,UNKNOWN,284,801
681,1438,1,80,405,N,284,38
263,417,1,80,3619,N,284,530
497,1409,1,80,1241,N,284,1268
263,655,1,18,3737,N,284,1268
763,843,1,80,1363,N,284,1268
491,417,1,80,1108,N,284,30
763,1409,1,15,2493,N,284,1268
783,967,1,80,670,Y,284,1268
305,1190,1,8,925,Y,64,868
741,417,1,80,1429,N,284,1268
491,1409,1,80,3644,UNKNOWN,284,508
763,843,1,80,1369,N,284,1268
759,153,1,80,2711,N,284,1106
263,1190,1,80,434,N,284,1268
763,1409,1,80,2361,UNKNOWN,124,1063
589,417,1,80,3339,N,284,1153
497,1396,1,10,3654,N,185,1268
763,274,1,80,670,Y,263,1268
589,110,1,6,1757,N,278,415
497,1121,1,19,962,Y,219,1268
589,1409,1,80,1297,N,284,1268
749,843,1,80,670,Y,284,1268
479,1190,0,80,3238,N,284,1268
479,1190,1,80,3213,N,284,1268
749,903,1,72,670,Y,284,1268
263,1190,3,80,468,UNKNOWN,280,1063
263,722,1,80,940,UNKNOWN,280,1063
244,1409,0,80,2036,N,284,1268
244,160,1,9,1131,N,82,88
370,1109,1,16,3655,N,82,1268
808,1190,1,8,895,Y,82,1401
497,1376,3,80,180,Y,284,1268
579,706,3,80,2904,Y,103,1268
497,908,1,80,2396,N,284,1268
763,1130,1,80,2032,N,284,1268
497,1409,3,80,2465,N,284,1268
407,971,3,80,4,Y,284,1268
589,1442,1,80,670,Y,284,1268
749,274,1,80,669,N,284,1268
589,843,1,80,2034,N,284,1268
497,163,1,8,3135,N,163,770
639,367,1,80,3470,N,284,1268
589,100,1,80,2642,N,284,1268
689,417,1,65,3359,N,284,838
244,160,1,80,499,N,94,980
158,1190,1,80,2086,N,284,1268
497,1190,1,6,896,Y,90,384
497,1190,1,1,1011,Y,284,1268
749,843,1,80,3480,N,284,1268
749,308,1,80,670,Y,284,1268
749,274,1,80,340,N,284,1268
182,713,1,80,734,Y,284,1268
497,110,1,8,155,N,255,767
763,181,3,80,2903,N,3,1268
763,718,1,80,670,Y,284,1268
491,1190,1,9,670,Y,284,1268
281,1190,1,11,770,Y,82,1020
491,417,1,80,2448,N,284,57
158,1305,1,6,1999,N,284,114
655,110,1,80,2368,UNKNOWN,284,972
315,1190,1,80,825,Y,284,1378
697,389,1,17,3716,N,280,1268
315,1190,0,80,3222,N,208,565
681,1191,0,80,670,Y,176,1374
244,1190,1,80,3614,N,284,37
780,1409,1,80,2036,N,284,1268
112,1409,1,80,670,Y,284,1268
203,986,1,80,3543,N,284,1268
763,270,0,80,816,Y,284,1268
808,1292,1,80,2361,UNKNOWN,284,1268
806,566,1,48,1018,Y,168,1228
586,1409,0,80,1452,N,284,1268
586,1409,1,80,485,N,284,1268
770,417,1,80,3196,N,284,1268
343,417,1,80,2380,N,38,1268
682,1190,0,80,2320,N,284,1268
806,1409,3,80,1327,UNKNOWN,284,1075
586,1409,1,80,3125,N,284,1268
497,122,1,7,1978,N,201,1015
497,1190,1,7,960,Y,168,1268
182,1190,1,80,670,Y,284,1268
263,1190,1,80,1606,N,284,1268
772,332,1,80,1397,N,284,261
787,295,1,80,483,N,284,1268
730,1364,0,80,670,Y,284,164
24,702,1,27,1429,N,284,1268
586,110,1,27,829,Y,268,1268
757,843,1,80,262,N,284,1268
780,110,1,80,2004,N,284,184
682,1109,1,80,1917,N,284,848
229,448,1,80,371,N,284,190
158,417,1,80,2816,N,284,1268
263,891,1,80,2335,N,263,1268
497,514,1,11,936,Y,255,1268
19,574,1,12,3097,N,284,1268
806,1191,1,80,257,UNKNOWN,284,966
182,1190,1,80,1833,N,284,1268
270,417,3,80,2492,N,284,374
497,119,0,22,2082,N,230,1268
589,110,1,80,2974,UNKNOWN,185,1075
370,1190,1,13,670,Y,168,1268
244,1190,1,80,1152,N,255,1268
497,648,1,7,990,Y,185,332
497,1190,1,80,1701,N,284,1268
497,537,1,80,811,Y,284,1268
806,347,1,80,808,Y,284,1268
497,417,1,80,670,UNKNOWN,284,1082
497,927,1,80,1271,UNKNOWN,284,1075
497,417,3,80,2492,N,284,43
749,843,1,80,357,N,284,1268
226,417,1,80,3038,N,2,1268
589,298,1,80,3732,N,284,1268
497,50,1,80,1016,Y,284,1268
777,260,3,80,2524,N,284,1268
806,1423,1,80,2292,N,284,1268
589,336,1,80,670,Y,275,1268
589,274,1,80,1765,N,284,1268
586,1191,1,16,3146,N,284,1268
806,1409,1,80,611,UNKNOWN,284,1076
806,1190,1,4,761,Y,284,1268
171,1522,1,80,287,UNKNOWN,284,572
491,417,1,80,2398,N,284,1268
4,1409,1,80,736,Y,284,1268
491,674,1,80,3468,N,284,1268
491,674,1,80,3468,N,284,1268
586,110,0,80,836,Y,284,1268
589,118,1,10,999,Y,54,303
404,417,1,7,670,Y,284,1268
497,927,1,80,782,UNKNOWN,284,1075
315,630,1,80,3562,N,284,1268
238,1191,1,80,670,Y,284,1268
438,417,3,80,2530,N,284,25
263,1409,1,80,2004,N,284,1268
263,553,0,9,1021,Y,284,155
816,1190,1,10,753,Y,64,491
808,1190,1,9,232,N,284,1308
497,1190,1,80,670,Y,284,1268
365,417,1,80,3562,N,284,1268
365,1109,0,5,975,Y,284,307
497,120,1,12,961,Y,82,1332
497,1190,1,80,628,UNKNOWN,284,1075
497,1190,1,9,771,Y,172,1278
763,110,1,80,670,Y,284,1268
589,1191,1,47,670,Y,208,1268
497,1109,1,80,3505,N,219,770
497,1153,1,17,809,Y,263,1268
589,1190,1,11,3562,N,284,1268
589,369,1,73,805,Y,278,1268
589,1432,1,32,3207,N,278,1268
787,1190,3,80,670,Y,284,1268
589,291,1,80,1733,N,284,1268
589,290,1,13,1975,Y,255,1268
229,417,1,80,2016,N,284,617
749,1409,1,80,1606,N,284,1268
407,1190,1,12,731,Y,163,1268
763,383,1,80,670,Y,284,1268
179,1409,3,80,538,UNKNOWN,284,966
806,1423,1,80,1704,N,284,419
167,266,1,80,849,Y,172,732
806,1109,1,80,2176,N,284,207
386,1367,1,80,670,Y,284,1268
499,1191,1,22,3637,UNKNOWN,284,966
749,312,1,80,3356,N,284,1268
263,1191,1,4,1428,N,226,1268
311,657,3,80,2468,N,284,204
589,144,1,11,3684,N,284,1268
749,274,1,80,1635,N,284,1268
244,555,0,9,236,N,208,1268
749,579,1,80,670,Y,284,1268
497,1191,1,3,2031,Y,64,1268
816,719,1,80,670,Y,284,1268
512,1409,0,80,34,N,284,1268
370,1100,1,3,3592,N,284,1268
589,1190,1,20,1690,N,284,1268
497,1190,1,39,867,Y,13,1268
526,1012,1,80,1620,N,284,1268
758,1035,1,80,727,Y,284,1268
263,1190,1,80,1510,N,255,1268
682,6,1,80,1867,N,103,1268
263,750,1,80,670,Y,284,390
497,254,1,80,3411,UNKNOWN,268,1075
497,1190,1,80,2318,N,205,391
689,1190,0,80,2004,N,255,1268
497,1423,1,4,983,Y,32,190
589,1425,1,30,1026,Y,64,1268
763,417,1,80,2368,N,284,196
263,1190,0,80,2047,N,284,1268
315,417,1,80,670,Y,284,1268
41,1138,1,80,716,Y,284,1259
589,110,1,13,670,Y,284,1268
497,1153,1,80,3327,N,219,190
589,274,1,80,3562,N,284,1268
806,1190,1,80,1690,N,12,1268
431,1503,1,80,670,Y,280,1268
491,1328,1,80,1919,N,284,1268
315,1140,1,80,365,N,284,190
196,1299,1,80,670,Y,284,1268
263,274,1,80,670,Y,255,1268
537,992,1,80,932,Y,278,1268
682,1241,1,80,3119,N,283,1268
407,1190,1,80,740,Y,213,1268
763,300,1,80,3675,N,284,1268
440,306,1,80,413,N,284,1268
589,110,1,16,3140,N,284,1268
497,1340,1,33,954,Y,51,1268
497,1210,0,80,2044,N,50,1268
763,1409,1,80,39,N,284,1268
589,1190,1,80,670,Y,17,1268
589,110,1,18,670,Y,263,1268
263,508,1,80,910,Y,284,1268
401,800,1,80,2102,N,284,1268
508,417,1,80,364,N,284,1268
499,1190,0,80,2356,UNKNOWN,64,1268
499,1190,1,80,302,N,284,1268
491,1190,1,3,2096,N,284,1024
491,1195,1,15,1022,Y,284,332
491,1190,1,1,912,Y,284,1268
763,918,1,80,1043,Y,284,1268
282,274,1,80,3562,N,284,1268
407,110,1,80,3166,N,284,1268
491,1190,1,80,670,Y,255,1130
491,1190,1,15,869,Y,201,1130
491,1190,1,80,1289,N,284,1268
763,723,1,80,2961,Y,284,1268
263,1409,1,17,2017,N,284,1268
497,1190,1,80,670,Y,284,1268
780,213,1,8,670,Y,284,1268
497,110,1,80,2273,N,172,1268
749,274,1,80,359,N,284,1268
589,110,1,1,3302,N,284,1268
497,110,1,80,3340,N,284,1268
263,1409,1,80,1507,N,284,1268
730,417,1,80,670,Y,284,1268
763,1423,1,80,670,Y,284,1268
763,383,1,80,3411,UNKNOWN,284,1075
749,1023,1,80,3481,N,284,332
589,1190,1,80,1131,N,284,1268
512,417,1,80,611,UNKNOWN,284,1075
497,110,1,8,670,Y,284,1268
263,1409,1,80,1075,UNKNOWN,284,1006
589,1190,1,80,1765,N,284,1268
79,241,0,80,3601,N,284,1268
365,383,1,80,670,Y,284,554
401,1190,1,8,670,Y,284,1268
822,1461,0,80,2763,N,284,111
401,417,1,80,2931,N,284,1268
8,1409,1,80,2787,N,284,489
52,434,1,80,2728,N,25,1268
780,110,1,35,670,Y,255,1268
694,1235,1,80,703,Y,284,1268
263,417,0,80,2933,N,255,354
263,1190,1,80,1309,UNKNOWN,284,1075
256,150,1,80,670,Y,284,1268
315,1451,1,80,670,Y,284,1268
681,1423,1,80,1635,N,284,1521
497,192,1,80,1610,N,284,1268
589,1423,0,80,1514,N,284,1268
370,1409,0,80,2361,UNKNOWN,284,1268
263,448,3,80,2452,N,284,196
763,1409,1,80,670,Y,284,1268
379,150,1,80,670,Y,284,1268
589,1190,1,3,562,N,284,1268
263,1409,1,80,2134,N,284,1023
347,1409,1,80,388,N,284,237
491,1409,1,80,2139,UNKNOWN,284,1075
491,1409,0,80,1087,UNKNOWN,284,1075
753,1409,3,80,1328,UNKNOWN,284,1075
682,1409,1,80,670,Y,284,1268
763,1190,1,80,670,Y,284,1268
263,417,1,80,1188,N,284,1268
497,660,1,80,1782,N,284,1268
768,1409,1,80,2047,N,284,1268
749,274,1,80,1282,N,284,1154
624,1221,1,80,670,Y,284,1268
40,1190,1,80,670,Y,284,1268
780,1409,1,80,354,N,284,1268
763,1251,0,10,670,Y,284,1268
277,1190,1,3,670,Y,284,1268
682,1190,1,80,3663,N,255,522
182,110,1,80,670,Y,284,1268
370,1409,1,80,3694,UNKNOWN,284,1075
512,1190,1,80,42,N,284,1268
806,652,1,80,2784,N,284,1268
497,1190,1,9,1842,N,185,1268
694,1190,1,80,1959,N,284,1268
497,1190,1,12,670,Y,163,313
788,1455,1,64,670,Y,284,1268
497,1409,1,80,3597,N,284,720
589,110,1,80,670,Y,278,1268
94,373,1,80,670,Y,284,1278
263,1409,1,80,572,UNKNOWN,284,1075
682,396,1,80,670,Y,284,1268
589,274,1,14,565,N,263,1268
741,726,1,80,670,Y,262,1268
263,387,1,80,670,Y,284,1268
263,110,1,80,1815,N,284,1268
473,110,1,80,670,Y,284,1268
224,417,1,80,1319,N,284,1268
808,110,1,58,935,Y,284,1268
741,417,1,80,432,N,284,464
808,1190,1,80,670,Y,284,1268
184,417,3,80,2492,N,284,1268
749,1190,1,80,670,Y,284,1268
806,18,1,13,2166,N,284,1268
741,1190,1,80,2195,N,284,1268
512,417,1,43,670,Y,284,1268
8,1409,1,80,1062,UNKNOWN,284,966
806,998,1,80,670,Y,284,1268
276,417,1,80,3202,N,284,570
589,110,1,80,1131,N,284,1017
763,1190,1,80,2004,N,284,1268
823,1137,3,80,725,Y,284,1268
55,1416,1,80,2965,UNKNOWN,284,1075
198,392,1,80,670,Y,284,1268
512,1190,1,80,1635,N,263,491
315,653,1,80,2368,UNKNOWN,284,801
806,1143,1,80,3487,N,280,478
497,1409,1,80,670,Y,284,1268
315,541,1,80,463,UNKNOWN,284,1075
407,1190,1,80,560,UNKNOWN,284,487
263,1409,1,80,3339,N,284,1268
497,383,1,80,670,Y,284,1268
497,417,1,80,117,N,284,508
29,1349,3,80,719,Y,284,1268
224,977,1,80,254,N,284,464
263,394,1,80,670,Y,284,1268
499,402,1,80,3217,N,255,1268
263,1190,1,7,1295,N,284,1268
298,110,0,80,670,Y,284,1268
808,1409,1,80,3084,Y,284,218
589,10,1,80,933,Y,284,1268
68,417,1,80,3425,N,284,1268
315,896,0,10,14,UNKNOWN,284,966
660,278,1,80,670,Y,284,1268
680,1490,0,80,670,Y,284,1268
763,720,1,28,670,UNKNOWN,284,966
669,808,3,80,3,UNKNOWN,284,1076
497,1409,3,80,3562,N ,284,1268
808,1190,1,7,670,Y,284,1268
592,1233,1,80,713,Y,284,1268
749,370,1,80,670,Y,284,1001
158,814,1,80,1634,N,284,1268
271,388,1,80,670,Y,284,1268
163,1409,3,80,1338,UNKNOWN,284,966
52,153,0,80,917,Y,284,1105
306,1347,1,80,670,Y,284,1268
277,1356,1,80,670,Y,284,1268
483,1409,3,80,3082,Y,284,568
350,1519,0,80,670,Y,284,1268
263,1409,1,80,783,UNKNOWN,284,966
315,635,1,80,717,Y,284,1268
497,110,1,80,670,Y,284,667
749,110,1,80,670,Y,284,1268
320,417,1,80,133,N,284,1079
320,417,1,80,1,Y,284,1079
497,110,1,80,1669,N,82,1268
743,886,1,80,2357,UNKNOWN,284,801
315,334,1,80,356,N,51,1268
252,1190,1,80,0,UNKNOWN,284,966
9,1190,0,80,670,Y,284,1268
8,1190,0,80,670,Y,284,1268
8,1190,1,80,670,Y,284,1268
491,1423,1,80,252,N,284,1268
9,1190,0,80,670,Y,284,1268
589,1409,1,80,634,UNKNOWN,284,966
682,557,1,80,3499,N,284,111
534,110,1,80,2,N,284,1268
263,506,1,80,1002,Y,284,1268
313,417,1,80,708,Y,284,1439
407,910,1,80,1096,N,284,1268
689,1109,1,48,909,Y,284,1268
589,110,1,9,670,Y,278,1268
364,417,1,11,2063,N,284,1268
315,794,1,80,670,Y,284,1268
816,417,1,80,2004,N,284,1268
315,1409,1,80,527,N,284,1268
315,1190,1,80,670,Y,284,1268
315,274,1,80,354,N,284,1268
315,1190,1,80,670,Y,284,1268
