Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
682,1190,1,73,452,N,278,956
741,1442,1,3,1865,N,240,1268
808,1409,3,80,1329,UNKNOWN,284,1076
508,1153,1,7,1459,N,90,155
682,1190,1,5,3018,N,60,1268
336,417,1,80,1004,UNKNOWN,284,801
263,1423,0,4,1461,N,219,1268
263,1153,1,55,3169,N,90,1268
263,1153,1,16,3540,UNKNOWN,87,1063
763,1190,1,80,2969,UNKNOWN,284,1076
661,956,1,15,95,N,284,372
763,1409,3,80,227,UNKNOWN,284,872
508,1190,1,13,1580,N,197,1501
741,675,0,5,1865,N,124,1500
263,1109,1,10,296,N,90,1268
263,417,1,7,2063,N,90,667
263,1304,0,5,893,Y,87,148
424,1190,0,64,670,Y,255,921
92,1153,1,80,1865,N,25,1268
315,1190,1,41,2599,UNKNOWN,38,801
263,1190,1,11,1131,N,255,1273
686,274,0,30,1429,N,284,335
682,173,0,2,1152,N,91,1268
491,1153,1,8,647,UNKNOWN,82,870
808,1051,1,13,670,Y,176,1278
741,1423,1,53,3685,N,278,1268
263,1190,1,25,1865,N,208,55
263,251,0,80,3117,N,226,217
244,1153,1,24,1838,N,82,973
589,1045,2,80,3323,N,284,587
315,735,3,80,2723,N,82,1249
763,417,1,80,3601,N,284,292
682,963,1,80,2368,N,284,1268
315,1153,1,39,2617,N,74,1204
497,417,1,16,1457,N,248,843
497,1409,3,80,3458,N,284,1268
526,1045,1,11,2157,N,284,226
497,1153,1,32,2611,N,18,630
263,1423,0,65,3242,N,284,145
263,1153,1,45,1150,UNKNOWN,284,1063
741,1153,1,29,1866,N,230,1268
263,1409,0,80,1846,N,284,1531
105,921,0,80,1460,UNKNOWN,284,1063
808,1153,1,24,1738,N,60,405
497,1153,1,80,2794,N,284,1268
763,1153,1,80,3217,N,208,1268
806,1036,1,17,670,Y,147,488
492,318,1,37,92,N,172,1047
370,1409,1,44,398,UNKNOWN,284,801
512,417,1,80,2684,N,147,657
651,274,1,80,3634,N,284,1268
589,1190,1,9,1089,N,284,667
263,1045,1,80,3528,N,284,899
315,1153,1,80,2675,N,154,1189
263,1045,1,80,1225,N,284,143
90,1153,1,3,3263,N,284,1268
653,1190,1,10,1876,N,284,332
780,1045,1,80,2878,N,284,340
780,84,3,80,2482,N,147,640
512,478,1,31,2667,N,103,1278
247,1186,0,2,2368,UNKNOWN,284,872
681,962,1,9,670,Y,168,432
589,1045,1,30,893,Y,124,667
244,1153,1,11,125,N,219,973
244,857,1,7,1586,N,284,973
808,1190,0,71,670,Y,25,488
158,1153,3,30,1654,N,136,473
424,1036,1,80,3601,N,51,1268
515,274,3,80,1177,N,284,340
160,274,1,32,1881,N,147,288
512,1409,3,80,2368,UNKNOWN,284,801
808,206,1,45,3106,N,278,230
497,1153,1,52,3163,N,255,644
158,1153,1,80,2108,N,56,177
315,1045,1,26,1961,N,116,1194
244,1153,1,26,3020,N,278,982
202,155,1,6,2063,N,190,1129
158,1153,1,7,2677,N,172,1268
158,1153,1,32,2800,N,147,1268
589,1096,3,80,2458,N,103,1205
553,1153,1,17,2004,N,51,1278
741,1144,1,80,2298,UNKNOWN,284,1081
570,1190,3,80,670,Y,284,1268
683,728,0,8,1916,N,174,276
263,1442,0,30,1289,N,208,1268
570,110,1,15,547,N,124,1163
158,1153,1,80,1131,N,208,69
158,274,1,43,670,Y,185,447
263,1190,1,39,387,N,242,88
497,1045,1,22,2294,N,147,1268
370,417,3,80,2567,N,284,344
263,1153,0,11,3157,N,124,1268
369,276,1,80,3593,N,284,1278
508,1153,0,19,3140,N,208,1268
508,1190,0,4,3172,N,201,155
741,1190,0,10,3157,N,195,96
741,1427,1,2,3179,N,236,667
806,417,3,80,2579,N,284,408
791,463,1,44,3546,N,284,837
806,1153,1,22,739,Y,148,249
671,1036,0,80,1249,N,284,45
55,1423,1,64,3163,N,197,419
158,1153,1,37,2803,N,51,534
806,245,1,80,2783,UNKNOWN,284,801
263,701,0,80,1131,N,284,1268
806,155,1,8,291,N,269,646
263,1190,1,73,3283,N,219,88
808,1326,1,12,901,Y,163,1278
741,1423,1,7,3022,N,238,70
570,1190,1,8,1911,N,154,667
158,1153,1,36,2368,N,82,287
263,177,1,79,541,N,110,1268
263,1190,1,79,3492,UNKNOWN,284,1063
263,1409,0,79,1131,N,255,1268
570,1423,0,15,1302,N,185,1268
46,582,1,57,1883,N,163,80
741,1341,1,19,2611,N,195,844
570,1190,1,13,670,Y,255,1268
497,274,1,80,3024,N,278,1472
512,417,3,80,2464,N,284,1430
533,550,1,80,422,Y,284,1534
533,550,1,80,1275,Y,284,967
315,1153,1,50,698,Y,27,1153
808,1153,1,7,1947,N,147,456
315,1153,0,13,638,UNKNOWN,284,1076
263,1409,1,17,3157,N,284,1268
263,1153,1,11,62,N,51,85
570,155,1,13,2096,N,32,1509
263,1153,1,80,1289,N,163,1509
623,1153,1,11,3271,N,284,292
263,1190,1,55,2260,N,43,1268
315,1036,0,80,1677,N,64,155
512,1045,1,80,2368,N,110,630
315,1153,1,44,2611,N,35,1193
806,1045,1,39,3472,N,284,633
570,1190,1,20,981,Y,163,1268
690,1153,1,6,3614,N,230,227
497,1190,1,80,3641,N,284,1268
589,582,1,23,629,UNKNOWN,82,1063
763,1036,1,80,670,Y,284,1268
497,1036,1,13,2004,N,284,500
806,939,1,38,1933,N,83,413
611,1153,1,12,3028,N,284,929
527,173,1,80,2852,UNKNOWN,284,1060
78,1190,1,80,2088,N,154,676
78,1045,1,32,3217,N,82,682
370,1149,1,80,2537,N,284,860
497,274,1,80,2853,N,275,995
244,1153,1,13,1152,N,284,973
512,737,1,80,2687,UNKNOWN,255,801
671,54,3,80,2893,Y,9,1268
806,1153,1,80,2887,N,278,1268
370,1409,3,80,2448,N,284,1087
263,1190,1,19,1435,UNKNOWN,284,967
263,1190,1,4,1131,N,129,1268
203,1206,1,37,670,Y,280,1268
780,1165,1,28,2891,N,56,1268
806,1190,1,80,277,N,90,1471
806,1190,1,80,1212,N,90,1471
370,1045,1,12,2964,Y,284,1226
263,1153,0,27,3300,N,172,415
731,1283,1,27,1914,N,284,1256
263,1153,1,15,1644,N,284,1268
671,1036,1,80,1258,N,284,294
370,1149,3,80,2478,N,284,1278
497,1109,1,80,2280,N,259,1268
568,1045,1,80,1883,N,284,905
263,1153,1,9,1863,N,163,96
497,1153,1,13,1804,N,208,112
315,1153,0,4,1832,N,32,1183
263,1153,1,38,1458,N,108,1268
315,1036,1,49,1887,UNKNOWN,108,1063
263,1153,1,10,1131,N,284,88
263,1296,1,80,1076,Y,284,1076
263,1153,0,80,2291,N,163,1268
263,1153,1,9,195,N,154,1268
263,1153,1,22,1807,N,147,1268
263,1018,1,43,1865,N,104,1268
315,1430,0,33,1970,N,122,82
736,1434,1,32,700,Y,280,1268
263,1153,1,7,343,N,35,1268
263,1153,1,12,1865,N,94,1268
263,1153,1,10,1913,N,195,1268
263,1153,1,8,138,N,147,1268
263,1153,1,22,1877,N,189,354
808,418,3,80,2492,N,59,235
263,1190,0,80,3016,UNKNOWN,136,1060
263,155,1,9,1844,N,204,491
682,1134,1,6,305,N,255,508
808,155,1,10,889,Y,154,1278
263,1422,1,80,73,N,284,1268
741,417,1,80,2932,N,108,85
158,1332,0,43,676,Y,41,437
158,1190,1,23,1809,UNKNOWN,1,1063
244,1018,1,7,2864,N,38,370
526,1149,1,29,2654,N,284,1268
263,1153,1,9,1516,N,176,1268
263,1423,0,6,1287,N,157,1268
46,1045,1,51,3271,N,154,1271
263,1449,1,1,139,N,65,246
263,1153,1,12,1865,N,284,122
46,1045,1,31,1845,N,159,258
263,1045,1,80,1550,N,284,521
676,1045,1,80,2004,N,284,1268
203,1036,1,80,578,N,284,771
263,1153,1,8,3155,N,145,1271
263,1153,1,6,305,N,278,188
570,1409,1,80,670,Y,284,1268
263,1109,0,3,80,N,255,1538
315,1312,1,54,3157,N,38,392
352,1190,1,44,1933,N,255,1271
508,1154,1,25,1226,N,269,51
263,1153,3,6,202,N,99,1268
682,1190,0,13,1152,UNKNOWN,284,1063
263,1153,1,9,1873,N,64,1268
263,1423,1,13,1865,N,132,361
315,1190,1,11,3138,N,94,153
263,1153,1,26,2310,N,92,419
263,1442,0,79,1542,N,108,1268
89,1409,3,80,354,N,284,1278
609,740,1,80,3364,N,284,1268
609,1191,1,7,423,N,226,1268
570,1153,1,8,1213,N,201,667
609,1190,1,64,3198,N,284,1268
263,1153,1,28,3217,N,154,1271
263,1153,1,8,3562,N,136,1271
263,1153,1,22,1865,N,255,1271
263,1153,1,14,3512,N,51,67
263,1153,1,9,1806,N,151,1271
263,728,1,2,1865,N,131,563
263,1153,1,3,75,N,47,1271
263,1196,1,11,1847,N,124,205
532,1153,1,19,3160,N,284,857
263,1153,1,80,343,N,259,1268
263,1153,1,43,1896,N,38,419
263,848,0,80,1248,N,284,501
704,939,1,36,345,N,94,290
681,1423,1,29,305,N,259,42
263,1190,1,47,1897,N,106,1104
497,1190,1,15,3015,N,284,1127
589,1190,1,76,670,Y,278,1134
808,1414,1,5,2983,UNKNOWN,284,1076
513,1153,1,80,2131,N,284,713
806,1153,0,80,2632,N,124,646
589,1036,0,9,1825,N,284,1010
808,1036,1,16,1187,N,284,1391
589,939,1,17,1208,N,284,1478
589,1190,1,2,1152,UNKNOWN,284,1065
589,1190,1,14,670,Y,7,667
570,1153,1,10,670,Y,284,1268
172,939,1,80,2219,N,255,587
158,155,1,40,497,N,60,350
315,1190,0,26,3254,N,79,285
156,1036,0,33,3282,N,45,170
263,1153,1,12,50,N,140,491
263,173,1,7,3020,N,134,360
676,536,1,45,3474,N,284,1268
315,1190,0,54,1866,N,100,563
570,1190,1,28,766,Y,185,950
263,1153,1,12,1865,N,284,1268
263,1153,1,5,266,N,103,579
263,1153,1,27,1286,N,136,379
263,1153,1,9,1904,N,156,378
263,1153,1,39,3203,N,192,419
263,1153,1,24,1897,N,32,1268
315,477,1,48,2844,N,173,84
263,417,1,80,1983,N,255,145
774,1190,1,80,3616,N,163,1165
553,175,1,15,6,N,284,276
158,1153,1,27,2368,N,260,343
570,1190,1,10,1977,N,163,666
315,155,3,80,2762,N,36,1268
808,1149,1,39,2368,N,185,1278
263,173,1,11,402,N,181,421
263,1439,1,28,98,N,213,76
315,1153,1,7,1874,N,176,1193
55,1190,0,20,482,N,201,1268
263,1153,1,18,392,N,159,63
263,1153,1,6,1584,N,172,885
263,1109,1,6,293,N,110,1268
187,274,1,22,1230,N,284,1048
508,1109,1,5,2036,N,82,96
682,1153,1,4,1289,N,230,83
508,1190,0,6,546,N,201,677
263,1153,1,10,96,N,228,1268
436,980,1,33,656,Y,284,864
570,1153,1,13,3201,N,163,666
508,1109,0,79,564,N,205,97
589,1153,1,22,3731,N,64,1268
263,1190,0,2,3509,N,153,1268
763,1409,3,80,1335,UNKNOWN,284,1076
400,1409,3,80,366,N,284,1268
400,103,3,80,670,Y,284,1268
315,1018,3,80,2735,N,137,1192
263,1153,1,19,3198,N,124,68
263,1153,1,43,210,N,76,1268
263,1190,1,1,3142,N,124,1268
371,1037,1,43,3700,N,284,137
158,1153,1,15,1444,N,149,393
263,561,1,7,1441,N,190,71
263,530,1,48,2014,N,205,327
263,864,1,27,109,N,22,1268
296,1153,1,80,3667,N,284,677
448,217,1,5,3726,N,284,1268
263,417,1,23,1468,N,284,267
570,1153,1,32,2034,N,201,1268
526,486,1,11,2334,N,284,1268
681,931,1,14,1034,Y,116,1444
497,421,1,45,658,UNKNOWN,284,801
263,1171,1,26,1865,N,74,88
263,1153,1,19,1865,N,85,1268
497,1190,1,37,1131,N,226,1268
46,1109,1,35,546,N,79,706
263,1423,1,33,3690,N,163,325
263,1201,1,20,3702,N,90,65
315,168,1,8,1951,N,103,1153
263,1423,0,2,1131,N,66,1268
570,1190,1,7,3325,Y,201,1268
263,1198,1,11,3064,N,176,415
263,1036,1,31,323,N,278,891
263,1153,1,23,3296,N,81,1111
403,1045,1,36,2925,UNKNOWN,284,1074
763,193,1,80,670,Y,284,1268
589,1153,1,80,1288,N,284,106
190,1409,1,6,922,Y,240,1268
497,735,1,27,3538,N,233,719
497,1153,1,11,514,N,284,1204
806,1190,1,24,60,N,284,1268
370,417,1,7,2008,N,6,1498
570,1190,3,80,670,Y,284,1268
370,1149,1,17,1119,N,284,1269
315,1036,1,27,1621,N,124,1168
806,1153,1,28,2598,N,278,1268
497,1153,1,41,2351,N,284,630
315,1153,3,80,2694,N,201,1268
806,1152,1,80,2652,UNKNOWN,284,1268
370,746,1,80,2368,N,284,854
589,1036,0,11,1744,N,124,664
298,160,1,17,1238,N,270,1167
589,1409,1,23,2383,N,283,408
263,1176,1,12,2935,N,192,415
263,1153,1,5,49,N,163,1268
263,1487,1,34,701,Y,131,969
263,173,1,80,77,N,163,256
508,1153,1,7,1131,N,142,1268
187,274,1,80,1279,N,284,189
263,417,1,36,1100,N,284,1268
263,1445,1,4,2213,N,227,1268
682,1190,0,80,1901,N,284,1063
508,1191,1,19,670,Y,219,559
508,1190,0,14,1839,N,219,559
263,1423,1,11,3142,N,255,111
783,1191,1,1,1022,Y,219,1509
46,1045,1,36,3681,N,136,330
263,1109,0,20,3056,N,136,1268
263,1423,1,63,1291,N,192,1268
263,172,1,9,3594,N,185,1268
263,172,1,9,3705,N,147,1268
263,1153,1,8,1152,N,192,1507
263,1153,1,18,3614,N,185,1268
263,1153,1,24,603,N,128,1268
263,1153,0,8,1718,N,126,1268
263,1153,0,8,1873,N,88,1268
263,1153,1,11,603,N,110,930
263,1153,1,10,383,N,105,355
263,1153,1,10,1805,N,64,601
284,1045,1,35,546,N,185,183
598,376,1,80,2072,N,284,332
682,1409,0,80,3658,N,284,1268
284,1190,1,28,2028,N,69,1268
763,417,3,80,2344,N,284,1268
682,1409,0,80,3562,N,284,1268
263,1409,1,80,2184,N,185,1268
263,1409,0,80,67,N,284,877
438,417,3,80,2345,N,284,852
263,1153,1,40,1859,N,154,1268
263,173,1,9,1152,N,154,62
92,1153,1,34,1131,N,263,1268
263,1190,1,73,360,N,259,686
682,1409,3,80,1225,N,284,1268
277,556,1,27,102,N,226,1268
741,1190,1,5,2036,N,284,111
158,1045,1,45,2875,N,51,1333
497,670,1,70,3091,UNKNOWN,284,1076
682,1423,0,20,137,N,284,246
741,1409,1,7,3562,N,284,1268
682,1190,1,2,3475,N,284,98
682,1190,1,80,199,N,230,1268
824,982,1,15,326,N,284,1268
763,1409,1,80,1069,UNKNOWN,284,1076
244,1153,1,17,2004,N,284,1345
497,1153,1,80,585,N,213,1268
263,1153,1,37,1153,N,230,96
736,1082,1,80,670,Y,284,1268
263,173,1,5,175,N,177,1268
263,1153,1,7,1117,N,82,1268
263,1153,1,3,3151,N,81,952
263,1409,1,80,3108,N,185,1268
263,1153,1,30,1117,N,198,1268
263,1153,1,12,3504,N,186,952
263,155,1,3,1117,N,112,952
263,1153,1,13,1152,N,98,934
263,1153,1,10,2160,N,252,952
263,1153,1,13,1789,N,118,1268
315,1153,1,80,2297,N,25,75
263,1153,3,7,1152,N,284,952
244,1153,1,38,3629,N,56,1343
497,1036,1,80,3727,N,284,1468
263,1117,1,17,2267,N,159,55
607,130,0,3,1971,N,284,1268
497,1153,1,32,546,N,64,630
315,168,1,80,2159,N,158,1268
263,1153,1,80,1099,N,284,1110
90,81,1,3,1578,UNKNOWN,284,1063
570,1190,1,11,670,Y,284,1268
763,1003,3,80,1345,Y,284,1244
806,472,3,80,2448,N,284,1422
548,1414,0,80,481,UNKNOWN,284,1076
497,1153,1,32,2004,N,190,647
497,735,1,27,2790,N,284,458
319,1190,0,48,1819,N,284,228
681,417,3,80,2448,N,284,1397
158,1153,1,80,1148,N,284,172
512,735,1,80,2666,N,284,1278
589,939,1,14,1225,N,284,1268
736,1239,1,39,901,Y,154,487
681,472,3,80,2448,N,284,1406
485,303,1,22,2368,N,284,924
589,1045,1,30,1854,N,56,646
203,1153,0,80,670,Y,284,1268
589,280,1,19,2861,N,284,1224
681,996,1,39,2305,UNKNOWN,284,1063
263,1190,1,68,3142,N,103,99
263,1442,0,18,2368,UNKNOWN,284,801
806,1190,1,45,1993,N,20,1414
806,1190,1,41,1038,Y,20,1422
158,1153,1,18,500,N,195,1333
589,418,3,23,2342,N,246,1278
263,1153,1,14,2036,N,219,1268
315,1207,0,49,3258,N,88,1169
263,1190,1,63,3198,N,172,1268
263,1153,1,8,1152,N,278,268
263,1153,1,14,1106,N,154,593
263,160,1,2,3152,N,119,1268
508,1153,1,15,3703,N,195,1268
158,1018,1,80,2368,N,51,1396
681,1153,1,8,670,Y,124,1278
681,1153,1,16,670,Y,32,1389
497,379,1,3,1158,N,284,186
458,1153,1,23,8,Y,201,1335
682,1409,3,80,2895,N,284,1268
263,1116,1,41,3240,N,219,1268
263,1153,0,17,3017,N,103,1268
263,1200,1,16,1093,N,131,503
263,1190,1,73,2190,N,212,1268
808,579,1,40,3577,N,82,1365
763,1190,1,19,670,Y,284,1137
263,1423,1,32,1874,N,94,111
633,1153,1,18,1819,N,220,1205
763,1190,3,80,670,Y,284,1137
263,1190,1,39,3058,N,113,553
263,713,1,63,670,Y,185,1131
57,240,1,80,2015,N,284,1038
508,1285,1,80,3313,N,284,1268
315,1481,1,46,1847,N,96,1219
263,1163,1,18,2287,N,195,1511
263,1109,0,36,3361,N,198,595
508,1191,1,80,2895,UNKNOWN,284,1058
263,90,1,80,3417,UNKNOWN,284,1076
763,1190,3,80,670,Y,284,1137
263,1409,1,42,2249,N,284,1268
263,1036,0,37,2046,N,284,884
508,1153,1,7,1152,N,284,1268
508,1153,1,5,2263,N,284,152
244,1153,1,6,1241,N,284,1268
244,1153,1,9,2655,N,284,1268
370,1153,1,80,2341,N,284,1268
452,939,1,63,1819,N,284,777
263,1423,1,4,2247,N,176,1268
263,1191,1,33,1427,N,219,1268
741,728,1,42,291,N,284,819
508,857,0,3,555,N,195,1162
263,1423,0,11,1915,N,219,1268
263,1087,0,48,2125,N,103,883
263,1423,0,4,1841,N,201,65
263,1109,0,10,1979,N,159,66
763,1190,3,80,670,Y,284,1137
410,1409,1,80,670,Y,284,1268
512,417,1,80,2744,N,284,854
263,1109,1,45,3110,N,36,1268
263,927,3,80,2466,N,154,687
741,1153,1,8,1152,N,185,590
55,1190,1,48,3021,N,21,716
55,1191,1,36,3182,N,21,667
263,1036,1,4,3177,N,161,1268
763,1190,1,80,916,Y,284,1137
694,52,3,80,3464,Y,284,1257
780,1409,3,80,2972,UNKNOWN,284,1076
410,1109,1,79,1923,N,284,1268
410,274,1,80,670,Y,284,1268
263,1442,1,26,1873,N,101,1268
263,174,1,80,2988,N,154,1268
263,417,1,80,2349,N,284,1268
589,1190,1,17,1845,N,147,292
263,173,0,5,3210,N,87,155
263,1153,1,29,1897,N,147,88
515,1045,1,27,670,Y,278,1256
497,1153,1,80,2341,N,236,1227
497,911,3,80,2344,N,283,241
497,911,3,80,2571,N,284,1268
512,735,1,18,3093,UNKNOWN,284,1059
497,1190,1,80,3562,N,284,1268
401,1045,1,31,2392,N,185,1090
263,1409,1,18,3140,N,255,1268
808,160,1,80,1131,N,147,1335
818,364,1,80,1104,N,284,867
689,1153,1,3,2863,N,284,1268
681,1153,1,17,1225,N,284,332
763,191,1,80,670,Y,284,1268
572,274,1,27,670,Y,284,1268
263,464,1,80,2444,N,284,780
689,1153,1,6,3494,N,284,1052
689,1190,0,4,323,N,284,1052
689,110,0,3,226,N,284,1052
570,1153,1,9,2029,N,284,1148
158,939,1,80,2968,UNKNOWN,284,1063
609,1045,1,31,1801,N,56,1063
263,1153,1,27,3112,N,110,1268
263,1153,1,10,1647,N,172,1268
315,1190,0,44,529,N,207,1169
158,1161,1,80,2611,N,284,1278
370,1153,1,27,2118,N,284,1353
609,1077,1,31,3711,N,74,102
61,1190,1,3,1701,N,284,773
61,1190,1,3,1620,N,284,773
263,155,1,37,3163,N,208,1268
263,160,1,4,3376,N,163,1268
263,1153,1,80,1751,N,282,821
315,1177,1,7,3119,N,226,1169
263,1433,1,13,134,N,228,1268
52,417,3,80,2344,N,284,1029
158,735,1,29,2633,N,226,1278
263,1423,0,55,3599,N,284,1269
682,1423,0,1,3662,N,255,1268
263,1153,1,4,3157,N,284,122
263,1423,1,64,1920,N,284,65
263,1435,1,31,3157,N,230,1268
263,1153,1,19,158,N,154,42
508,1153,1,80,1149,N,284,1268
594,417,1,14,1690,N,278,508
263,1153,1,8,3513,N,227,1268
682,777,1,1,663,N,211,155
263,160,1,56,3107,N,89,419
46,1049,1,27,3119,N,201,301
808,1153,1,34,3271,N,147,1362
263,1306,1,35,296,N,225,685
315,1153,1,35,3265,N,73,1169
808,173,1,5,670,Y,87,1278
682,1409,1,80,1110,N,284,1268
263,1429,0,22,1579,N,255,591
244,1153,1,20,1991,N,278,1386
263,42,1,11,223,N,284,88
263,1153,1,12,3192,N,54,360
263,1190,1,33,220,N,129,1268
263,1102,1,42,1435,N,185,579
681,1479,1,13,766,Y,154,1147
570,1153,1,12,2000,N,255,1197
285,1190,0,33,3601,N,17,774
374,1214,1,45,670,Y,74,328
263,1153,1,5,296,N,284,1268
689,1047,1,80,2368,N,284,1055
607,934,1,80,1206,N,284,1268
315,1327,0,20,747,Y,242,1268
403,1045,1,80,2312,N,278,318
763,417,1,19,3273,N,284,842
315,165,1,9,511,N,284,1268
315,1274,0,20,3656,N,79,395
508,253,3,80,2463,N,284,573
497,1153,1,27,1892,N,263,629
263,1153,1,16,1897,N,172,1108
763,1045,1,39,2071,N,284,667
244,824,1,80,2353,N,284,1386
512,703,3,80,2442,N,284,1268
526,417,0,29,595,UNKNOWN,284,1063
628,1045,3,80,670,Y,284,667
808,1045,1,22,1291,N,103,1411
783,160,1,80,257,UNKNOWN,284,1063
263,1153,1,10,1869,N,43,1268
681,1109,0,12,86,N,172,1268
244,1153,1,9,2004,N,201,961
244,1100,1,5,3217,N,284,1268
681,1153,0,12,2034,N,255,1268
263,1190,1,79,670,Y,147,1153
263,1153,1,5,3157,N,46,88
263,1442,1,4,3562,N,201,551
553,1153,1,24,2368,N,284,1420
701,467,1,45,2930,N,284,491
570,1153,1,13,864,Y,269,1125
263,1190,0,8,2265,N,255,1268
244,1153,1,22,2843,N,284,1268
263,1153,1,80,3193,N,284,1268
570,1153,1,8,3217,N,284,1268
623,274,3,80,3562,N,284,1268
263,1409,1,19,83,N,154,1268
263,1153,1,53,3040,N,284,1268
263,1153,1,9,1825,N,173,1268
244,433,1,80,1531,N,259,1268
263,1153,1,19,3157,N,284,155
164,1045,1,16,408,N,284,117
263,1153,1,17,3662,N,241,360
433,417,3,80,2883,UNKNOWN,284,801
158,173,1,7,3628,N,150,1424
783,1045,1,80,1685,N,284,743
116,1045,1,19,546,N,195,723
263,168,1,2,1846,N,284,441
751,785,1,80,1761,N,284,1046
808,1158,1,10,2072,N,284,1386
808,1045,1,15,2004,N,124,1413
570,1153,1,80,1677,N,208,1268
263,1153,1,4,546,N,283,1268
808,1423,1,39,3217,N,284,976
244,1153,1,7,1429,N,278,467
808,1153,1,1,3217,N,284,976
681,599,1,17,884,Y,147,1133
244,154,1,11,832,Y,62,1278
263,1153,1,9,103,N,219,1268
244,1153,1,80,3562,N,284,1268
244,1153,1,8,2248,N,284,1268
244,155,1,6,3250,N,284,346
244,155,1,7,2004,N,261,1269
263,1153,1,32,169,N,85,814
263,1190,0,5,290,N,154,157
263,1208,1,15,1816,N,163,1268
808,155,1,13,2117,N,159,408
273,1390,0,27,1033,Y,166,332
553,1157,1,43,3271,N,57,456
263,939,1,7,1273,N,284,879
570,1191,1,80,670,Y,284,1268
763,1409,3,80,546,N,284,1268
263,1190,1,32,1291,N,172,1268
808,1039,1,25,2111,N,208,335
263,1281,1,24,203,N,278,465
263,1190,1,80,1259,N,58,1108
497,1045,1,23,2305,UNKNOWN,240,1063
694,1479,1,80,2615,N,284,140
290,110,1,80,670,Y,273,1268
244,1153,1,12,541,N,284,1268
681,1153,1,80,114,N,255,1268
431,1153,1,14,2004,N,129,1099
244,1153,1,19,670,Y,284,1268
114,274,3,80,670,Y,284,1268
783,1066,1,80,3406,N,284,1524
808,1045,1,31,670,Y,147,1278
244,1018,1,80,546,N,284,1268
263,1409,0,20,299,UNKNOWN,284,1063
263,1190,1,73,1942,N,284,1268
806,948,1,34,1828,N,278,1278
263,1190,1,24,3601,N,274,1268
497,1414,1,12,186,UNKNOWN,284,1073
806,1152,1,44,3488,N,284,473
315,157,1,10,493,N,31,1229
263,1153,1,14,196,N,205,945
263,1153,1,3,1865,N,219,96
244,549,3,80,2662,N,284,1103
263,1190,0,5,1446,N,43,1268
570,1190,1,11,670,Y,284,1268
263,1153,1,3,1531,N,205,1268
263,1153,3,8,97,N,263,1526
263,1153,1,11,1713,N,170,1268
263,1153,1,9,1587,N,124,1268
263,1443,1,13,101,N,88,1268
158,1161,1,20,1997,N,110,456
592,922,1,19,670,UNKNOWN,284,1076
592,922,1,25,745,Y,284,1239
263,570,0,3,3509,N,150,1268
599,417,1,8,3295,N,284,1268
599,417,1,7,670,Y,284,1149
263,173,1,8,1635,N,95,1268
263,1153,1,80,1739,N,205,1268
741,1423,0,1,3721,N,284,74
263,1422,1,80,1879,N,284,111
263,160,1,8,3669,N,176,1511
263,1426,1,10,3669,N,54,49
589,1153,1,10,2036,N,153,1268
244,1153,1,16,670,Y,117,439
570,1153,1,80,3562,N,284,1268
682,1109,1,43,1845,N,280,587
457,449,1,48,916,Y,284,1278
570,1153,3,80,3271,N,284,1268
315,1060,1,80,2022,N,248,276
736,1036,0,39,428,N,154,1199
263,1153,1,9,1512,N,219,959
609,110,1,80,3694,UNKNOWN,284,1268
263,166,1,25,167,N,71,89
263,1045,1,27,3278,N,278,415
263,1153,1,26,1855,N,82,955
263,1153,1,3,1805,N,82,955
46,1045,1,47,3119,N,284,943
46,1045,1,80,2004,N,278,1268
609,1479,1,13,2090,N,284,397
589,1190,0,12,1932,N,284,1507
589,939,1,22,1819,N,275,1202
315,1409,1,80,2361,UNKNOWN,284,1268
375,1409,1,80,1238,N,284,1268
497,912,0,41,513,N,284,1268
589,1036,1,18,1946,N,284,168
806,1479,1,33,2966,Y,219,1232
763,1045,1,80,670,Y,284,667
780,1470,3,80,2488,N,284,1278
589,1153,1,9,3694,UNKNOWN,219,1268
244,1153,1,80,666,N,190,1278
763,1045,1,80,2967,Y,284,1268
694,80,0,80,1225,N,284,1268
158,1153,1,37,3491,N,43,351
263,1153,1,17,3157,N,201,1268
570,1153,3,80,2004,N,284,1268
570,1153,1,80,3562,N,284,1268
458,1282,1,80,670,Y,284,1268
158,1153,1,13,2108,N,124,476
263,1153,1,12,177,N,43,88
158,1153,1,23,2352,N,30,456
570,1409,3,80,3562,N,284,1268
263,1190,1,5,170,N,139,1268
185,289,1,14,386,N,64,1278
263,1162,1,10,3514,N,107,44
263,1109,1,42,3157,N,220,1268
263,1018,1,19,3508,N,134,1268
682,173,0,19,2170,UNKNOWN,255,1063
370,1045,1,20,2370,N,30,1278
315,154,1,10,3140,N,185,1190
158,599,1,28,1965,N,87,488
263,1421,1,12,2860,N,147,167
263,1109,0,73,3562,N,236,1268
457,1190,1,45,1032,Y,284,456
696,615,1,80,417,N,219,1522
438,1190,1,38,1693,N,284,491
263,1190,1,79,1525,N,136,1268
315,1409,3,80,2361,UNKNOWN,284,1268
263,1409,1,9,3157,N,142,1268
263,1109,0,57,1456,N,147,467
176,274,1,15,1944,N,284,1268
682,160,0,15,1695,N,255,1268
780,1153,1,80,2611,N,208,414
370,1153,1,80,3562,N,284,1268
808,1153,1,8,2004,N,159,291
497,1343,1,37,783,Y,284,1073
263,1153,1,13,3150,N,140,88
763,990,1,25,670,Y,82,1268
263,1153,1,18,1860,N,84,502
