Area,Activity,Sex ,Age,Injury,Fatal(Y/N),Time,Species 
42,263,1,22,1,N,1,507
73,263,1,14,0,Y,1,583
180,14,1,26,1,N,0,261
27,36,1,42,0,Y,2,250
64,260,0,34,1,N,2,163
48,320,0,9,1,N,0,570
111,245,1,43,1,N,0,248
64,120,0,12,1,N,2,548
129,337,1,24,0,Y,0,185
42,245,1,22,0,Y,0,217
42,245,1,31,1,N,0,217
48,245,1,15,1,N,0,18
52,206,1,30,1,N,0,78
48,245,1,28,1,N,2,42
48,245,1,22,1,N,2,296
48,245,1,23,1,N,0,40
42,245,1,15,1,N,0,174
73,264,1,33,1,N,0,50
179,109,1,27,0,Y,0,575
27,245,1,26,1,N,0,221
48,263,0,26,1,N,2,171
27,124,0,34,1,N,0,302
180,206,1,36,1,N,2,174
37,263,1,69,1,N,2,40
177,206,1,51,1,N,1,75
101,166,0,19,1,N,2,359
27,94,1,39,1,N,0,263
42,245,1,28,1,N,0,217
48,155,0,12,1,N,1,91
64,151,1,22,1,N,2,571
98,176,1,31,0,Y,2,525
155,183,0,34,0,Y,2,248
101,263,0,60,1,N,1,270
64,150,1,35,1,N,0,617
27,87,1,55,1,N,0,656
119,61,1,69,1,N,0,341
119,206,1,21,1,N,2,58
111,245,1,29,1,N,0,269
64,236,1,10,1,N,2,598
64,138,1,30,1,N,1,612
27,213,1,31,1,N,0,449
48,245,1,19,1,N,2,272
48,245,1,24,1,N,0,78
27,124,1,46,1,N,0,252
27,182,1,40,1,N,0,652
64,14,1,18,0,Y,2,611
27,114,1,40,1,N,2,152
64,245,1,28,1,N,2,628
119,245,1,28,0,Y,0,230
111,245,1,20,1,N,1,220
143,245,1,17,1,N,1,222
27,245,1,22,1,N,1,264
48,229,0,42,1,N,0,12
133,245,1,16,0,Y,0,360
42,245,1,35,1,N,0,297
64,260,0,36,1,N,2,574
44,113,1,41,0,Y,0,249
111,248,1,21,1,N,2,532
98,24,1,19,1,N,1,347
73,264,1,19,1,N,1,795
73,206,1,36,1,N,1,486
27,114,1,25,1,N,0,269
64,202,0,41,0,Y,2,597
48,245,1,21,1,N,2,78
27,245,1,32,1,N,2,251
143,176,1,19,0,Y,0,217
119,60,1,36,1,N,0,175
144,263,1,23,1,N,0,814
48,320,0,10,1,N,0,188
79,27,0,40,1,N,0,217
77,245,1,30,1,N,1,613
27,245,1,32,1,N,2,248
48,278,1,31,1,N,2,162
116,264,0,65,0,Y,2,645
64,196,1,23,1,N,0,143
48,257,1,22,1,N,2,47
111,245,1,38,1,N,2,261
180,206,1,20,1,N,0,261
48,245,1,24,1,N,2,255
48,245,1,50,1,N,0,79
48,245,1,25,1,N,0,225
64,245,1,43,1,N,0,616
48,245,1,19,1,N,0,90
180,206,1,26,1,N,0,247
27,91,1,49,1,N,0,656
27,124,1,44,1,N,1,155
27,245,1,22,1,N,0,251
180,180,0,21,0,Y,0,236
42,164,1,22,1,N,0,262
42,139,1,23,1,N,0,141
119,245,1,31,1,N,2,608
180,86,1,29,0,Y,0,656
155,245,1,17,1,N,0,164
159,245,1,12,1,N,1,224
180,83,1,29,1,N,0,779
48,73,1,51,1,N,0,112
27,111,1,38,1,N,0,219
119,55,1,30,1,N,0,405
180,245,1,21,1,N,2,301
98,245,1,17,1,N,2,352
42,245,1,34,1,N,2,152
42,245,1,16,1,N,0,174
42,83,1,28,1,N,0,152
143,245,1,27,0,Y,1,120
165,188,1,47,0,Y,2,269
27,124,0,24,0,Y,2,248
98,253,1,17,1,N,1,624
111,248,1,21,1,N,1,263
48,245,1,30,1,N,2,47
48,245,1,23,1,N,1,47
48,245,1,21,1,N,0,255
48,202,1,38,0,Y,0,171
27,245,1,27,1,N,2,149
180,206,1,36,1,N,2,656
144,197,1,37,1,N,0,535
48,245,1,25,1,N,2,90
73,245,1,17,1,N,0,63
42,245,1,20,1,N,1,28
73,137,0,15,1,N,2,800
180,5,1,33,1,N,2,57
48,245,1,16,1,N,0,74
27,245,1,20,1,N,1,119
180,206,1,21,1,N,0,656
180,245,1,24,1,N,2,196
48,320,1,12,1,N,2,47
27,248,1,40,1,N,2,265
48,245,1,27,1,N,2,191
159,17,0,32,1,N,1,224
159,320,0,16,1,N,0,224
87,263,1,8,0,Y,0,234
42,206,1,30,1,N,0,299
180,14,1,21,0,Y,1,174
48,245,1,40,1,N,0,87
27,85,1,27,1,N,2,251
48,263,0,6,1,N,1,436
73,161,1,32,1,N,2,70
73,206,1,26,1,N,1,38
73,314,1,26,1,N,0,293
42,245,1,21,1,N,0,298
42,263,1,46,1,N,1,507
180,206,1,29,1,N,0,519
170,245,1,29,1,N,2,353
48,245,1,22,1,N,2,319
27,245,1,16,1,N,0,54
42,14,1,22,1,N,2,152
27,110,1,46,1,N,0,125
48,320,0,13,1,N,1,502
138,202,1,13,1,N,0,177
143,97,0,33,0,Y,0,269
27,175,1,29,1,N,0,269
180,263,1,15,1,N,1,507
73,245,1,18,1,N,1,201
180,206,1,34,1,N,2,198
73,206,1,20,1,N,2,53
119,171,1,16,0,Y,0,623
48,252,0,23,1,N,0,54
48,245,1,15,1,N,0,36
111,248,1,25,1,N,0,184
48,245,1,16,1,N,2,426
27,199,1,28,0,Y,2,237
159,263,0,18,1,N,0,40
180,245,1,27,1,N,1,145
64,311,0,13,1,N,1,46
73,176,1,33,1,N,2,2
42,263,1,14,1,N,2,509
42,263,1,47,1,N,2,524
180,206,1,29,1,N,2,248
172,263,0,14,1,N,2,534
48,41,0,22,1,N,2,274
119,282,0,21,0,Y,2,633
119,282,1,24,0,Y,1,633
119,0,1,28,1,N,1,633
48,337,0,39,1,N,0,203
48,336,1,21,1,N,1,270
42,61,1,27,1,N,1,514
73,206,1,17,1,N,2,73
73,147,1,16,1,N,0,172
180,206,1,32,1,N,0,656
48,337,1,26,1,N,2,54
42,245,1,16,1,N,0,314
48,245,1,20,1,N,0,54
27,41,1,36,1,N,2,656
27,96,1,28,1,N,0,251
42,147,1,38,1,N,0,146
27,144,1,26,1,N,2,238
48,263,1,17,1,N,1,24
42,245,1,27,0,Y,2,147
144,263,1,20,1,N,0,255
42,263,1,20,1,N,0,507
27,245,1,24,0,Y,1,280
48,263,1,19,1,N,2,90
48,263,1,26,0,Y,1,533
52,204,1,53,1,N,0,446
42,245,1,32,1,N,2,483
33,193,0,27,0,Y,0,267
42,245,1,27,1,N,2,507
42,245,1,19,1,N,0,520
42,245,1,24,1,N,2,596
48,232,1,19,1,N,0,45
48,245,1,24,1,N,1,393
73,263,1,30,1,N,1,431
48,245,1,15,1,N,0,89
98,244,1,27,1,N,2,603
42,147,1,25,1,N,1,197
57,206,1,22,1,N,0,81
111,245,1,29,1,N,0,221
27,245,1,19,1,N,2,221
38,229,0,22,1,N,0,228
42,245,1,22,1,N,2,78
141,17,0,13,1,N,0,574
73,14,1,24,1,N,0,166
73,206,1,29,1,N,2,117
42,263,1,25,1,N,1,517
111,245,1,20,1,N,2,731
180,206,1,25,1,N,0,697
48,245,1,27,1,N,2,315
42,257,1,19,1,N,0,63
73,206,1,23,0,Y,0,690
180,206,1,27,1,N,0,723
73,245,1,17,1,N,0,566
42,245,1,18,1,N,2,609
180,206,1,25,1,N,0,756
143,245,1,17,1,N,0,656
27,95,1,20,1,N,2,766
48,211,1,27,1,N,1,389
27,112,1,29,1,N,2,764
180,310,1,19,1,N,0,708
48,245,1,19,1,N,2,137
27,245,1,25,1,N,0,714
42,245,1,20,1,N,2,719
48,245,1,15,1,N,0,636
111,245,1,19,1,N,0,745
48,199,1,17,1,N,1,102
27,178,1,27,1,N,0,656
73,229,1,33,1,N,2,432
42,245,1,19,1,N,0,691
48,80,1,20,1,N,0,54
27,93,1,44,1,N,0,656
155,184,1,37,0,Y,0,656
27,185,1,23,1,N,0,767
27,110,1,34,1,N,0,770
48,263,0,14,1,N,2,40
144,264,1,18,1,N,0,224
73,245,1,16,1,N,2,54
143,293,1,12,0,Y,1,707
27,245,1,17,1,N,2,765
27,110,1,29,1,N,0,732
124,263,0,20,1,N,1,544
27,180,1,41,1,N,1,758
27,180,1,48,1,N,1,758
111,245,1,24,1,N,2,745
27,88,1,45,1,N,2,755
180,206,1,22,1,N,1,513
73,245,1,17,1,N,0,432
73,245,1,21,1,N,0,78
73,263,1,33,1,N,0,124
52,100,1,11,1,N,0,282
15,100,1,37,0,Y,0,656
73,206,1,26,1,N,2,122
50,263,1,25,1,N,0,126
48,245,1,22,1,N,2,242
27,93,1,32,1,N,0,743
170,245,1,18,1,N,2,281
73,194,0,30,1,N,1,793
50,229,1,24,1,N,0,696
180,263,0,16,1,N,0,712
48,245,1,18,1,N,0,257
73,263,1,25,1,N,1,64
27,176,1,30,1,N,0,760
68,263,1,34,0,Y,2,656
98,177,1,26,1,N,0,408
180,245,1,21,1,N,0,709
180,263,1,46,0,Y,2,660
146,245,1,16,1,N,2,749
43,41,1,43,1,N,2,94
73,174,1,25,1,N,0,518
27,93,1,53,1,N,2,738
48,17,1,13,1,N,0,224
48,41,1,23,1,N,2,459
64,245,1,16,1,N,1,778
155,61,1,49,1,N,2,283
98,56,1,27,1,N,2,407
146,245,1,17,1,N,1,656
146,206,1,24,0,Y,2,740
85,54,1,18,1,N,2,121
27,83,1,25,1,N,2,731
144,214,1,33,1,N,0,246
73,321,1,35,1,N,0,62
143,206,1,26,1,N,1,352
180,245,1,22,1,N,0,61
48,237,1,19,1,N,0,815
27,160,1,24,1,N,0,254
179,218,1,23,0,Y,2,656
48,206,1,15,1,N,0,464
112,154,1,41,1,N,0,60
48,206,1,26,1,N,1,460
73,206,1,32,1,N,2,707
170,206,1,36,1,N,0,405
146,134,1,21,0,Y,1,572
94,263,0,13,0,Y,2,207
94,7,0,8,0,Y,2,207
119,101,1,32,1,N,0,346
179,206,1,43,1,N,0,451
40,263,0,13,0,Y,0,309
40,48,0,9,0,Y,0,309
48,320,1,8,1,N,0,550
144,127,1,34,1,N,1,224
95,31,1,15,1,N,0,442
48,61,1,18,1,N,2,39
159,263,1,18,1,N,1,804
98,314,1,13,1,N,0,698
180,106,1,33,1,N,0,399
27,90,1,29,1,N,2,707
42,229,1,16,1,N,2,59
73,17,1,15,1,N,0,84
48,263,1,35,1,N,0,421
119,245,1,24,1,N,0,410
48,206,1,28,1,N,2,671
181,331,1,8,1,N,0,647
48,150,1,17,1,N,2,315
48,83,1,16,1,N,0,443
73,314,1,25,1,N,0,82
90,176,1,18,1,N,0,40
73,152,1,22,1,N,0,723
42,263,1,19,1,N,1,508
24,26,1,28,1,N,1,138
171,99,1,25,1,N,0,692
179,255,1,19,1,N,2,406
107,263,1,20,1,N,0,78
60,82,1,19,1,N,0,96
48,215,1,28,1,N,0,421
173,206,1,35,0,Y,2,574
48,198,1,38,1,N,0,71
102,206,1,26,1,N,1,707
180,14,1,25,1,N,2,665
146,263,1,19,0,Y,2,713
27,212,1,21,1,N,0,658
73,229,0,20,1,N,0,796
73,264,1,24,1,N,0,72
73,105,1,13,1,N,1,401
73,227,1,15,0,Y,0,213
143,206,1,23,1,N,0,656
146,315,1,20,1,N,0,493
62,64,0,18,1,N,0,574
1,61,0,21,1,N,2,294
181,61,1,35,1,N,2,400
48,241,1,28,1,N,1,266
184,223,1,30,0,Y,0,260
98,245,1,18,1,N,2,54
48,221,1,16,1,N,0,461
43,206,1,26,1,N,2,574
160,263,0,42,0,Y,0,706
31,61,1,30,1,N,2,78
166,263,1,25,0,Y,0,427
64,246,1,15,1,N,0,212
98,206,1,18,1,N,0,352
80,206,1,28,1,N,2,688
98,320,0,32,0,Y,0,649
73,102,1,27,1,N,0,29
73,206,1,24,1,N,0,797
143,206,1,16,0,Y,0,739
27,212,1,24,1,N,0,741
169,320,1,32,0,Y,2,163
56,206,1,24,1,N,0,4
165,216,1,28,0,Y,2,656
106,61,1,49,1,N,0,11
27,44,1,39,1,N,2,428
159,240,1,40,0,Y,0,654
95,229,1,24,1,N,0,78
27,65,1,19,1,N,0,331
48,167,1,11,1,N,2,78
27,187,1,55,1,N,0,7
73,320,1,13,1,N,2,794
83,263,1,10,0,Y,1,494
73,314,1,13,0,Y,0,706
119,263,1,35,1,N,0,277
146,225,1,18,1,N,0,54
27,212,1,29,1,N,2,731
98,245,1,19,1,N,0,345
4,206,1,24,1,N,0,656
146,239,0,54,1,N,1,214
75,70,1,57,1,N,0,78
119,229,0,18,0,Y,0,172
119,229,1,24,1,N,0,172
73,314,1,18,1,N,0,793
179,206,1,23,1,N,2,410
119,261,1,22,0,Y,2,458
161,299,1,17,1,N,0,78
118,263,1,19,0,Y,0,656
5,262,1,22,1,N,2,472
27,263,1,16,1,N,2,731
144,320,1,19,1,N,2,656
64,142,1,38,1,N,1,143
100,206,1,57,1,N,0,245
7,206,1,21,1,N,0,745
27,93,1,20,1,N,2,656
48,330,1,52,1,N,2,423
50,263,1,37,1,N,2,793
98,29,1,40,1,N,1,1
50,305,1,38,0,Y,2,793
170,263,1,24,1,N,1,172
143,206,1,21,1,N,0,723
176,83,1,33,1,N,0,418
180,222,1,27,1,N,1,54
42,263,1,14,0,Y,0,139
73,263,1,15,1,N,0,656
98,34,1,27,1,N,2,787
73,229,1,13,1,N,1,777
73,263,1,25,0,Y,0,710
119,75,1,33,1, N,2,409
119,263,1,41,1, N,0,188
48,108,1,15,1,N,1,437
172,74,1,41,1,N,0,16
48,176,1,39,1,N,2,450
113,92,1,25,1,N,0,402
27,264,0,16,1,N,0,733
73,314,1,16,1,N,0,689
27,200,1,48,1,N,0,751
98,245,1,17,1,N,1,723
48,314,1,42,1,N,0,43
155,326,1,31,1,N,1,650
98,83,1,13,0,Y,0,359
170,17,1,19,1,N,0,197
119,234,1,17,1,N,2,12
119,313,1,19,1,N,2,182
27,276,1,21,1,N,2,332
27,44,1,30,1,N,0,757
71,206,1,36,1,N,0,582
48,4,1,30,1,N,1,307
175,263,1,15,0,Y,0,335
27,209,1,25,1,N,1,422
27,93,1,33,0,Y,1,526
27,314,1,18,0,Y,1,711
48,206,1,19,1,N,2,615
73,314,1,14,1,N,0,95
179,339,1,20,1,N,1,406
155,116,1,22,0,Y,0,530
119,256,1,17,1,N,2,78
180,263,1,18,1,N,0,667
64,251,1,15,0,Y,0,631
164,33,1,22,0,Y,2,574
119,263,1,21,0,Y,0,101
29,61,1,42,1,N,2,168
48,302,1,12,1,N,0,581
48,302,1,8,1,N,0,581
21,316,1,31,1,N,2,543
48,83,1,20,1,N,0,463
6,219,1,36,1,N,0,644
48,320,1,59,1,N,1,469
48,329,1,17,1,N,1,648
154,41,1,29,1,N,1,452
73,149,0,28,0,Y,2,172
73,297,1,29,0,Y,0,172
98,17,1,14,1,N,0,270
73,229,0,14,1,N,0,78
73,76,1,23,0,Y,0,300
101,263,1,57,0,Y,0,656
98,37,1,28,1,N,0,243
27,263,1,25,0,Y,0,656
48,229,1,17,1,N,2,215
161,279,1,22,1,N,0,542
91,206,1,19,0,Y,0,144
93,201,1,19,1,N,1,434
27,287,1,10,1,N,0,702
170,301,1,26,0,Y,0,208
119,48,1,15,0,Y,2,78
31,263,1,8,1,N,1,785
164,263,1,28,0,Y,2,331
27,206,1,19,1,N,0,761
98,263,1,25,0,Y,0,206
98,115,1,13,0,Y,0,356
119,153,1,30,1,N,0,142
25,76,1,18,1,N,0,663
84,38,1,26,1,N,1,106
64,206,1,15,0,Y,2,173
98,206,1,25,1,N,1,785
143,72,1,25,1,N,1,143
27,18,1,17,0,Y,0,781
98,314,1,21,0,Y,0,142
73,263,1,23,1,N,0,666
73,314,1,24,1,N,1,692
98,58,1,23,1,N,0,791
42,17,1,31,1,N,0,105
119,17,1,21,1,N,1,729
27,19,1,31,1,N,0,656
119,61,1,25,1,N,1,224
0,117,1,27,1,N,2,32
73,17,1,14,0,Y,0,724
69,12,1,7,0,Y,0,618
98,98,1,36,1,N,0,270
119,11,1,13,0,Y,0,195
98,135,1,20,0,Y,0,722
14,263,1,17,0,Y,0,528
48,317,1,48,1,N,0,459
98,61,1,9,1,N,1,405
48,263,1,20,0,Y,2,482
73,314,1,21,1,N,0,65
73,314,1,22,1,N,0,323
73,314,1,18,1,N,0,295
119,273,1,30,0,Y,0,231
179,229,1,18,1,N,0,737
180,122,1,18,1,N,0,54
73,329,1,37,1,N,0,565
17,263,1,15,1,N,0,359
180,263,1,17,0,Y,0,776
63,40,1,20,0,Y,0,687
98,52,0,15,0,Y,2,359
180,264,1,18,0,Y,0,746
119,314,1,24,1,N,0,600
98,263,0,28,0,Y,0,379
30,275,1,48,1,N,1,47
100,67,1,43,1,N,0,138
27,61,1,53,1,N,1,445
73,314,1,25,0,Y,2,780
73,263,1,17,0,Y,0,685
98,263,1,13,0,Y,2,172
73,264,1,18,0,Y,0,143
119,264,1,20,0,Y,0,158
12,53,1,38,1,N,0,468
119,61,1,18,1,N,0,635
18,303,1,9,1,N,0,359
120,264,1,25,0,Y,1,574
119,264,1,18,0,Y,1,576
161,46,1,38,1,N,2,643
119,162,1,33,0,Y,1,116
98,263,1,32,0,Y,0,656
90,281,1,16,0,Y,0,657
119,45,1,16,1,N,2,630
98,263,1,14,0,Y,0,656
143,307,1,13,0,Y,1,656
119,59,1,38,0,Y,1,207
98,263,1,27,0,Y,0,731
98,229,1,22,0,Y,1,720
98,224,0,13,1,N,1,579
98,285,1,15,0,Y,0,233
98,283,1,17,0,Y,0,216
98,289,1,22,1,N,0,232
98,263,1,24,1,N,2,569
42,35,1,23,1,N,1,510
119,263,1,18,1,N,0,54
170,49,1,18,0,Y,0,659
180,263,1,23,1,N,1,747
119,235,1,19,1,N,0,413
98,263,1,39,0,Y,0,404
98,17,1,14,0,Y,1,101
63,263,1,17,0,Y,2,457
119,7,1,15,1,N,2,224
42,17,1,18,1,N,2,40
180,263,1,17,0,Y,2,742
98,19,1,17,1,N,0,414
98,263,1,15,0,Y,2,207
98,7,1,17,1,N,0,412
51,263,1,20,0,Y,2,531
27,295,1,15,1,N,1,56
179,81,1,55,0,Y,0,626
98,10,1,16,1,N,1,529
98,103,1,16,0,Y,0,172
119,8,1,19,0,Y,2,161
183,263,1,19,0,Y,2,270
180,263,1,18,1,N,2,679
98,9,1,21,0,Y,2,692
98,263,1,18,0,Y,0,656
98,320,1,13,0,Y,2,101
95,263,1,24,0,Y,1,560
98,263,1,21,0,Y,0,165
73,334,1,30,0,Y,0,92
98,7,1,40,1,N,2,255
180,263,1,29,0,Y,0,656
98,7,1,19,1,N,2,99
98,61,1,21,1,N,1,101
119,263,1,12,0,Y,0,359
66,229,1,35,0,Y,2,429
48,192,0,21,1,N,1,328
17,286,1,6,1,N,0,359
17,284,1,16,1,N,0,359
17,263,1,13,0,Y,0,359
